pizza_id,order_id,customer_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name,ingredient_names,ingredient_ids
5511,1825,314e31c0-d81d-444f-a095-b2e5dd04eb94,pep_msh_pep_s,3,05/29/2025,02:05:09,11.0,33.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
5512,1825,314e31c0-d81d-444f-a095-b2e5dd04eb94,prsc_argla_m,2,05/29/2025,02:05:09,16.5,33.0,M,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
5513,1825,314e31c0-d81d-444f-a095-b2e5dd04eb94,napolitana_l,1,05/29/2025,02:05:09,20.5,20.5,L,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
5514,1825,314e31c0-d81d-444f-a095-b2e5dd04eb94,hawaiian_l,2,05/29/2025,02:05:09,16.5,33.0,L,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
5515,1826,cd67e795-f5fa-470f-9a4f-4060d5951279,calabrese_l,1,05/29/2025,10:31:31,20.25,20.25,L,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
5516,1826,cd67e795-f5fa-470f-9a4f-4060d5951279,ckn_alfredo_m,2,05/29/2025,10:31:31,16.75,33.5,M,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5517,1826,cd67e795-f5fa-470f-9a4f-4060d5951279,spinach_supr_m,3,05/29/2025,10:31:31,16.5,49.5,M,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
5518,1827,34ec60c6-4248-4ad1-8dd9-759b309578a4,pep_msh_pep_m,1,05/29/2025,08:00:20,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
5519,1827,34ec60c6-4248-4ad1-8dd9-759b309578a4,ital_cpcllo_m,2,05/29/2025,08:00:20,16.0,32.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
5520,1827,34ec60c6-4248-4ad1-8dd9-759b309578a4,bbq_ckn_m,3,05/29/2025,08:00:20,16.75,50.25,M,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5521,1827,34ec60c6-4248-4ad1-8dd9-759b309578a4,peppr_salami_s,1,05/29/2025,08:00:20,12.5,12.5,S,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
5522,1828,670a79a3-05fc-4a33-8b9d-1b6df80347f4,calabrese_m,2,05/30/2025,04:36:22,16.25,32.5,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
5523,1828,670a79a3-05fc-4a33-8b9d-1b6df80347f4,the_greek_xl,1,05/30/2025,04:36:22,25.5,25.5,XL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
5524,1828,670a79a3-05fc-4a33-8b9d-1b6df80347f4,veggie_veg_m,2,05/30/2025,04:36:22,16.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
5525,1828,670a79a3-05fc-4a33-8b9d-1b6df80347f4,spinach_fet_m,1,05/30/2025,04:36:22,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
5526,1828,670a79a3-05fc-4a33-8b9d-1b6df80347f4,sicilian_l,2,05/30/2025,04:36:22,20.25,40.5,L,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
5527,1829,7cdfd2a7-1349-44d3-8be2-bb27b5ba308c,ital_cpcllo_l,2,05/30/2025,18:30:40,20.5,41.0,L,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
5528,1830,9b76f1a7-8a34-44c9-9c30-73c2eba9d7e2,ital_cpcllo_s,3,05/30/2025,16:36:52,12.0,36.0,S,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
5529,1830,9b76f1a7-8a34-44c9-9c30-73c2eba9d7e2,southw_ckn_m,2,05/30/2025,16:36:52,16.75,33.5,M,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
5530,1831,358fc32a-8446-4c62-b4a1-92b145a689e8,spin_pesto_l,2,05/30/2025,16:40:24,20.75,41.5,L,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
5531,1832,902c8ddc-8ba2-42a6-b380-4afc64f50ffc,ckn_alfredo_m,3,05/30/2025,04:04:51,16.75,50.25,M,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5532,1832,902c8ddc-8ba2-42a6-b380-4afc64f50ffc,ital_veggie_s,3,05/30/2025,04:04:51,12.75,38.25,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
5533,1832,902c8ddc-8ba2-42a6-b380-4afc64f50ffc,pep_msh_pep_s,2,05/30/2025,04:04:51,11.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
5534,1833,3f78077b-93c7-4c4e-8976-f16cb11cfcfc,sicilian_l,2,05/30/2025,13:36:16,20.25,40.5,L,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
5535,1834,cf686b2c-1a47-4ff5-98fa-c0da7b0bb72c,soppressata_s,3,05/30/2025,23:21:14,12.5,37.5,S,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
5536,1834,cf686b2c-1a47-4ff5-98fa-c0da7b0bb72c,green_garden_m,1,05/30/2025,23:21:14,16.0,16.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
5537,1834,cf686b2c-1a47-4ff5-98fa-c0da7b0bb72c,spin_pesto_l,1,05/30/2025,23:21:14,20.75,20.75,L,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
5538,1835,b55e5824-0df9-47fb-9c8d-45f1bdd02cdb,ital_supr_l,1,05/30/2025,07:50:32,20.75,20.75,L,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
5539,1836,adf0d9db-c6a0-4226-a93f-30482ccd9d28,veggie_veg_s,3,05/30/2025,08:13:55,12.0,36.0,S,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
5540,1836,adf0d9db-c6a0-4226-a93f-30482ccd9d28,bbq_ckn_l,2,05/30/2025,08:13:55,20.75,41.5,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5541,1836,adf0d9db-c6a0-4226-a93f-30482ccd9d28,bbq_ckn_m,3,05/30/2025,08:13:55,16.75,50.25,M,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5542,1837,b8edba64-3db4-4841-8f8d-dc00dce6fb67,southw_ckn_l,1,05/30/2025,21:53:59,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
5543,1837,b8edba64-3db4-4841-8f8d-dc00dce6fb67,bbq_ckn_s,1,05/30/2025,21:53:59,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5544,1838,d84ec4ed-ae05-416c-9cbe-eace4567132d,ckn_alfredo_s,1,05/31/2025,05:42:45,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5545,1838,d84ec4ed-ae05-416c-9cbe-eace4567132d,peppr_salami_s,1,05/31/2025,05:42:45,12.5,12.5,S,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
5546,1839,5b16d3ac-510a-4143-8a0a-785ce783f3d8,southw_ckn_l,1,05/31/2025,16:44:39,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
5547,1839,5b16d3ac-510a-4143-8a0a-785ce783f3d8,peppr_salami_l,1,05/31/2025,16:44:39,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
5548,1840,10290cf9-64f1-4177-b0d9-d5a19b6542da,thai_ckn_m,3,05/31/2025,19:31:52,16.75,50.25,M,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
5549,1840,10290cf9-64f1-4177-b0d9-d5a19b6542da,ckn_alfredo_l,2,05/31/2025,19:31:52,20.75,41.5,L,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5550,1840,10290cf9-64f1-4177-b0d9-d5a19b6542da,cali_ckn_l,3,05/31/2025,19:31:52,20.75,62.25,L,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
5551,1840,10290cf9-64f1-4177-b0d9-d5a19b6542da,southw_ckn_l,3,05/31/2025,19:31:52,20.75,62.25,L,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
5552,1840,10290cf9-64f1-4177-b0d9-d5a19b6542da,classic_dlx_m,1,05/31/2025,19:31:52,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
5553,1841,35bb651c-499f-433f-b5af-b793b285e727,the_greek_s,1,05/31/2025,20:25:33,12.0,12.0,S,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
5554,1841,35bb651c-499f-433f-b5af-b793b285e727,southw_ckn_l,2,05/31/2025,20:25:33,20.75,41.5,L,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
5555,1841,35bb651c-499f-433f-b5af-b793b285e727,ital_veggie_s,2,05/31/2025,20:25:33,12.75,25.5,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
5556,1842,8d5fa184-5966-49ce-b3e7-4acfaba98bfd,spicy_ital_m,2,05/31/2025,02:33:56,16.5,33.0,M,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
5557,1843,4154d2e7-7c63-448c-a216-2e08630cca59,napolitana_l,3,05/31/2025,05:24:01,20.5,61.5,L,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
5558,1843,4154d2e7-7c63-448c-a216-2e08630cca59,calabrese_l,1,05/31/2025,05:24:01,20.25,20.25,L,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
5559,1843,4154d2e7-7c63-448c-a216-2e08630cca59,napolitana_s,2,05/31/2025,05:24:01,12.0,24.0,S,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
5560,1843,4154d2e7-7c63-448c-a216-2e08630cca59,ckn_alfredo_l,3,05/31/2025,05:24:01,20.75,62.25,L,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5561,1843,4154d2e7-7c63-448c-a216-2e08630cca59,ckn_pesto_s,1,05/31/2025,05:24:01,12.75,12.75,S,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
5562,1844,e52a8700-3ab9-4c47-8a16-e799e997a931,napolitana_s,1,05/31/2025,01:59:56,12.0,12.0,S,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
5563,1844,e52a8700-3ab9-4c47-8a16-e799e997a931,pepperoni_l,3,05/31/2025,01:59:56,15.25,45.75,L,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
5564,1845,01450c81-3eae-4663-a704-f91c175e17f0,hawaiian_l,3,05/31/2025,00:29:36,16.5,49.5,L,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
5565,1845,01450c81-3eae-4663-a704-f91c175e17f0,classic_dlx_l,3,05/31/2025,00:29:36,20.5,61.5,L,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
5566,1845,01450c81-3eae-4663-a704-f91c175e17f0,ital_veggie_s,2,05/31/2025,00:29:36,12.75,25.5,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
5567,1845,01450c81-3eae-4663-a704-f91c175e17f0,spinach_fet_l,1,05/31/2025,00:29:36,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
5568,1846,688704c5-ada8-444f-a7a3-c491a906e6b1,peppr_salami_m,3,05/31/2025,14:50:12,16.5,49.5,M,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
5569,1846,688704c5-ada8-444f-a7a3-c491a906e6b1,cali_ckn_m,1,05/31/2025,14:50:12,16.75,16.75,M,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
5570,1846,688704c5-ada8-444f-a7a3-c491a906e6b1,mediterraneo_m,1,05/31/2025,14:50:12,16.0,16.0,M,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
5571,1847,6afcdfd4-7162-4241-9932-0cf1f3a2b6e7,green_garden_l,1,05/31/2025,20:58:44,20.25,20.25,L,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
5572,1847,6afcdfd4-7162-4241-9932-0cf1f3a2b6e7,calabrese_l,2,05/31/2025,20:58:44,20.25,40.5,L,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
5573,1847,6afcdfd4-7162-4241-9932-0cf1f3a2b6e7,soppressata_l,2,05/31/2025,20:58:44,20.75,41.5,L,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
5574,1847,6afcdfd4-7162-4241-9932-0cf1f3a2b6e7,pep_msh_pep_m,1,05/31/2025,20:58:44,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
5575,1848,c26c28fb-2f47-4c8c-a349-dafb4b2c2721,prsc_argla_s,1,05/31/2025,00:54:48,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
5576,1848,c26c28fb-2f47-4c8c-a349-dafb4b2c2721,peppr_salami_l,3,05/31/2025,00:54:48,20.75,62.25,L,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
5577,1848,c26c28fb-2f47-4c8c-a349-dafb4b2c2721,spicy_ital_m,2,05/31/2025,00:54:48,16.5,33.0,M,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
5578,1848,c26c28fb-2f47-4c8c-a349-dafb4b2c2721,prsc_argla_s,3,05/31/2025,00:54:48,12.5,37.5,S,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
5579,1848,c26c28fb-2f47-4c8c-a349-dafb4b2c2721,ckn_alfredo_l,2,05/31/2025,00:54:48,20.75,41.5,L,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5580,1849,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,bbq_ckn_l,3,05/31/2025,20:23:52,20.75,62.25,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5581,1849,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,ckn_alfredo_l,2,05/31/2025,20:23:52,20.75,41.5,L,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5582,1849,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,green_garden_s,2,05/31/2025,20:23:52,12.0,24.0,S,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
5583,1849,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,bbq_ckn_l,2,05/31/2025,20:23:52,20.75,41.5,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5584,1850,1e82baf8-2c11-455e-8c78-1a4276110415,ital_veggie_m,1,05/31/2025,03:12:01,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
5585,1850,1e82baf8-2c11-455e-8c78-1a4276110415,pep_msh_pep_m,3,05/31/2025,03:12:01,14.5,43.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
5586,1850,1e82baf8-2c11-455e-8c78-1a4276110415,bbq_ckn_s,2,05/31/2025,03:12:01,12.75,25.5,S,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5587,1850,1e82baf8-2c11-455e-8c78-1a4276110415,four_cheese_m,1,05/31/2025,03:12:01,14.75,14.75,M,Veggie,The Four Cheese Pizza,Ricotta Cheese|Gorgonzola Piccante Cheese|Mozzarella Cheese|Parmigiano Reggiano Cheese|Garlic,55|30|38|43|27
5588,1851,547f74d3-e5b0-4e69-a707-74acc44f122c,bbq_ckn_s,2,05/31/2025,13:14:05,12.75,25.5,S,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
5589,1851,547f74d3-e5b0-4e69-a707-74acc44f122c,mediterraneo_m,2,05/31/2025,13:14:05,16.0,32.0,M,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
5590,1851,547f74d3-e5b0-4e69-a707-74acc44f122c,peppr_salami_m,3,05/31/2025,13:14:05,16.5,49.5,M,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
5591,1852,153f6ea8-c8e7-4bfb-8273-72ac137733ea,big_meat_s,1,05/31/2025,07:30:36,12.0,12.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
5592,1853,5a2b4f14-e7ac-4b3a-bf58-688bca696e5f,ckn_alfredo_l,1,05/31/2025,22:19:08,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
5593,1854,d64805ac-2294-4438-af7d-1f1483e8fd7b,southw_ckn_l,1,05/31/2025,09:03:55,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
5594,1855,f4536c13-106c-4911-b7d5-8051b23fd658,the_greek_xl,1,06/01/2025,15:49:41,25.5,25.5,XL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
5595,1856,0a6fe7e0-b40e-4951-85c3-6fd32ef5f380,mediterraneo_l,2,06/01/2025,03:00:19,20.25,40.5,L,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
5596,1857,51663ce6-ea41-4a8a-b8e7-54127b2d6724,spinach_supr_l,3,06/01/2025,09:51:27,20.75,62.25,L,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
5597,1857,51663ce6-ea41-4a8a-b8e7-54127b2d6724,peppr_salami_m,2,06/01/2025,09:51:27,16.5,33.0,M,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
5598,1857,51663ce6-ea41-4a8a-b8e7-54127b2d6724,four_cheese_l,2,06/01/2025,09:51:27,17.95,35.9,L,Veggie,The Four Cheese Pizza,Ricotta Cheese|Gorgonzola Piccante Cheese|Mozzarella Cheese|Parmigiano Reggiano Cheese|Garlic,55|30|38|43|27
5599,1857,51663ce6-ea41-4a8a-b8e7-54127b2d6724,ckn_pesto_l,2,06/01/2025,09:51:27,20.75,41.5,L,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
5600,1858,f1c35457-d11b-4726-ae58-b98a09167675,spin_pesto_m,3,06/01/2025,13:53:52,16.5,49.5,M,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
5601,1858,f1c35457-d11b-4726-ae58-b98a09167675,southw_ckn_m,1,06/01/2025,13:53:52,16.75,16.75,M,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
5602,1858,f1c35457-d11b-4726-ae58-b98a09167675,prsc_argla_s,2,06/01/2025,13:53:52,12.5,25.0,S,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
5603,1858,f1c35457-d11b-4726-ae58-b98a09167675,big_meat_s,2,06/01/2025,13:53:52,12.0,24.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
5604,1859,a57c96be-0b7a-41c6-bd9a-9330e20c497a,thai_ckn_s,3,06/01/2025,02:01:56,12.75,38.25,S,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
5605,1859,a57c96be-0b7a-41c6-bd9a-9330e20c497a,green_garden_m,2,06/01/2025,02:01:56,16.0,32.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
5606,1859,a57c96be-0b7a-41c6-bd9a-9330e20c497a,classic_dlx_s,3,06/01/2025,02:01:56,12.0,36.0,S,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
5607,1859,a57c96be-0b7a-41c6-bd9a-9330e20c497a,brie_carre_s,2,06/01/2025,02:01:56,23.65,47.3,S,Supreme,The Brie Carre Pizza,Brie Carre Cheese|Prosciutto|Caramelized Onions|Pears|Thyme|Garlic,13|50|16|44|63|27
5608,1859,a57c96be-0b7a-41c6-bd9a-9330e20c497a,ital_veggie_m,3,06/01/2025,02:01:56,16.75,50.25,M,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
5609,1860,a7cebb21-0f26-4834-8a09-e3269b21a77b,ckn_pesto_m,3,06/01/2025,04:47:15,16.75,50.25,M,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
5610,1860,a7cebb21-0f26-4834-8a09-e3269b21a77b,thai_ckn_m,1,06/01/2025,04:47:15,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
